Skill,Employees_Missing,Severity
Cadence PSpice,93,MEDIUM
Process simulation software,93,MEDIUM
Visual Numerics PV-WAVE,93,MEDIUM
DenoSys HRiStragegy,93,MEDIUM
Multisensory data representation software,93,MEDIUM
American Riviera Magtax,93,MEDIUM
EMC NetWorker,93,MEDIUM
IBM Rational Apex,93,MEDIUM
Meals Plus,93,MEDIUM
Oracle E-Business Suite,93,MEDIUM
Fair Isaac Enterprise Decision Management for Insurance,93,MEDIUM
RealPage OneSite,93,MEDIUM
Elite Software Energy Audit,93,MEDIUM
Parallel systems software,93,MEDIUM
Integrant DebtLogic,93,MEDIUM
WisdomForce DatabaseSync System,93,MEDIUM
OrCAD Capture,93,MEDIUM
SonarQube,93,MEDIUM
Europa World Plus,93,MEDIUM
Common Lisp Object System CLOS,93,MEDIUM
Lynchval Systems Lvxact,93,MEDIUM
Emergency notification system software,93,MEDIUM
Atlassian HipChat,93,MEDIUM
GalacTek ECLIPSE,93,MEDIUM
Benefit Plan Systems Corporation The Plan Administrator,93,MEDIUM
ngrep,93,MEDIUM
Beginner's all-purpose symbolic instruction code BASIC,93,MEDIUM
Best Software CPAPayroll,93,MEDIUM
Commercial driver's license information system CDLIS,93,MEDIUM
CaseWare International IDEA SmartAnalyzer,93,MEDIUM
Missler Software TopSolid,93,MEDIUM
Fiserv Advanced Underwriting,93,MEDIUM
Creo Synapse Upfront,93,MEDIUM
Cadence Allegro PCB Designer,93,MEDIUM
Microsoft Paint,93,MEDIUM
LangChain,93,MEDIUM
Mosby's Nutritrac,93,MEDIUM
Remote install server software,93,MEDIUM
Domin-8 Enterprise Solutions Tenant Pro,93,MEDIUM
Software distribution software,93,MEDIUM
Asset management administration software,93,MEDIUM
Qualitica RentBoss,93,MEDIUM
Applied Search Technology CADFind,93,MEDIUM
IDM Computer Solutions UltraEdit,93,MEDIUM
GitLab,93,MEDIUM
Embarcadero JBuilder,93,MEDIUM
Apex Business Software iBenefits,93,MEDIUM
Pro Systems Client Write-Up System for Windows,93,MEDIUM
TKSoftware RCM software,93,MEDIUM
QUALCOMM Eudora,93,MEDIUM
Microsoft Commerce Server,93,MEDIUM
Oracle Master Data Management MDM Suite,93,MEDIUM
IBM Security Network Intrusion Prevention System,93,MEDIUM
e-MDs software,93,MEDIUM
Recovery testing software,93,MEDIUM
Seaworthy Systems Shipboard Automated Maintenance Management SAMM,93,MEDIUM
BondDesk Group Trader WorkStation,93,MEDIUM
GNOME Gnutrition,93,MEDIUM
Test design software,93,MEDIUM
National Land Cover Database NLCD,93,MEDIUM
Micromuse NetCool,93,MEDIUM
Ai Squared ZoomText,93,MEDIUM
NewPortWave Year End Solutions,93,MEDIUM
CashFlow Guardian,93,MEDIUM
Dynamic modeling software,93,MEDIUM
FlexBox,93,MEDIUM
Portswigger BurP Suite,93,MEDIUM
Ellucian Banner ERP,93,MEDIUM
Visual Paradigm DB Visual ARCHITECT,93,MEDIUM
MotorMaster+,93,MEDIUM
Client databases,93,MEDIUM
iEmployee,93,MEDIUM
Axxya Systems Nutritionist Pro,93,MEDIUM
netstat,93,MEDIUM
Adobe ColdFusion,93,MEDIUM
Rapiscan Threat Image Projection,93,MEDIUM
Waikato Environment for Knowledge Analysis Weka,93,MEDIUM
Business intelligence system software,93,MEDIUM
IOS Health Systems Medios EHR,93,MEDIUM
BitWizard B.V. mtr,93,MEDIUM
Transparent Interconnection of Lots of Links TRILL,93,MEDIUM
Act-3D Quest3D,93,MEDIUM
Discrete event simulation software,93,MEDIUM
PartMaker SwissCAM,93,MEDIUM
Deployment software,93,MEDIUM
Chat software,93,MEDIUM
IBM AIX,93,MEDIUM
EditCNC,93,MEDIUM
Scriptella,93,MEDIUM
Editor Software Stylewriter,93,MEDIUM
Honeypot,93,MEDIUM
Built-in self-test BIST debugging software,93,MEDIUM
InScribe,93,MEDIUM
BioEx Systems Exercise Expert,93,MEDIUM
Interpreter software,93,MEDIUM
Bentley Systems AutoPIPE,93,MEDIUM
Computing Solutions LabSoft LIMS,93,MEDIUM
FullHouse Software Investment Property Manager,93,MEDIUM
AdaptaSoft CyberPay,93,MEDIUM
hSenid Business Solutions HRM Enterprise,93,MEDIUM
Anti-spyware software,93,MEDIUM
Sonicwall SonicOS Enhanced,93,MEDIUM
Domain name system DNS,93,MEDIUM
RESRAD,93,MEDIUM
SEMC-2D,93,MEDIUM
Three-dimensional 3D computer aided design CAD software,93,MEDIUM
IBM FileNet Content Manager,93,MEDIUM
Synopsys Hercules,93,MEDIUM
IpTables,93,MEDIUM
Virus scanning software,93,MEDIUM
Penzar TopSPICE,93,MEDIUM
InformationActive ActiveData for Excel,93,MEDIUM
Telnet programs software,93,MEDIUM
Schematic editors,93,MEDIUM
Perl shell,93,MEDIUM
eCredit Enterprise,93,MEDIUM
DietMaster Systems DietMaster,93,MEDIUM
Allergenic diet software,93,MEDIUM
ASL HR Director,93,MEDIUM
Nuview Systems Cort HCM,93,MEDIUM
Data acquisition systems,93,MEDIUM
CNC Consulting Machinists' Calculator,93,MEDIUM
Anisotropic Crystalline Etch Simulation ACES,93,MEDIUM
Data transformation services DTS software,93,MEDIUM
HRMS Solutions iVantage,93,MEDIUM
State diagram software,93,MEDIUM
Yost Engineering CodeSearch Pro,82,MEDIUM
CareCentric MestaMed,82,MEDIUM
ArticSoft FileAssurity,82,MEDIUM
Expert Health Data Programming Vitalnet,82,MEDIUM
Incident tracking software,82,MEDIUM
Yost Engineering ClaimScrub,82,MEDIUM
American Medical Association CodeManager,82,MEDIUM
Mxi Technologies Maintenix,82,MEDIUM
Daystar iStructural.com,82,MEDIUM
Engine analysis software,82,MEDIUM
Alliance Automotive Shop Controller,82,MEDIUM
CaseBank SpotLight,82,MEDIUM
CliniTrend,82,MEDIUM
Culinary Software Services ChefTec,82,MEDIUM
WordWeb,82,MEDIUM
Maintenance planning software,82,MEDIUM
Operational databases,82,MEDIUM
ClubSoft Food & Beverage Point of Sale,82,MEDIUM
GrassHopper PageStream,82,MEDIUM
TileGem,82,MEDIUM
Corel OCR-Trace 8,82,MEDIUM
McKesson Horizon Ambulatory Care,82,MEDIUM
Outboard engine diagnostic software,82,MEDIUM
A-Systems JobView,82,MEDIUM
GTX RastorCAD,82,MEDIUM
AppliCad Roof Wizard,82,MEDIUM
Objectif Lune PlanetPress Suite,82,MEDIUM
ReServe Interactive,82,MEDIUM
Kodak Dental Systems Kodak SOFTDENT Practice management software PMS,82,MEDIUM
Nuance PaperPort Professional,82,MEDIUM
Aya Associates Comp-U-Floor,82,MEDIUM
Current procedural terminology CPT software,82,MEDIUM
Pentagon 2000SQL,82,MEDIUM
Nexiq Tech HDS Suite for Palm,82,MEDIUM
Relative Values for Physicians,82,MEDIUM
Scott Systems MaxxTraxx Pro,82,MEDIUM
Misys Healthcare Systems Misys Tiger,82,MEDIUM
RISA Technologies RISAMasonry,82,MEDIUM
Construction Management Software ProEst,82,MEDIUM
espSoftware Employee Schedule Partner,82,MEDIUM
Work order management software,82,MEDIUM
Technical manual database software,82,MEDIUM
RoofLogic,82,MEDIUM
Actuate DocBook,82,MEDIUM
Work order software,82,MEDIUM
e-MDs DocMan,82,MEDIUM
Food Service Solutions POSitive ID System,82,MEDIUM
ChefDesk Chef's Calculators,82,MEDIUM
MEDITECH Medical and Practice Management MPM Suite,82,MEDIUM
Trix TracTrix,82,MEDIUM
Humidity and vapor drive calculation software,82,MEDIUM
e-MDs Schedule,82,MEDIUM
ColorSoft AutoMatch,82,MEDIUM
Recordkeeping software,82,MEDIUM
SPX/OTC Genisys ConnecTech PC,82,MEDIUM
Address Management System AMS,82,MEDIUM
DxCG RiskSmart,82,MEDIUM
Dinerware Intuitive Restaurant,82,MEDIUM
Computer-aided drafting or design software,82,MEDIUM
EasyCAD Iris 2D,82,MEDIUM
Disassembler software,82,MEDIUM
EMC Documentum,82,MEDIUM
Food Service Solutions FoodCo,82,MEDIUM
Mitchell Manager Invoicing System,82,MEDIUM
AlgoLab Raster to Vector Conversion Toolkit,82,MEDIUM
Ramesys Hospitality,82,MEDIUM
Time and Attendance Collection System TACS,82,MEDIUM
SweetWARE nutraCoster,82,MEDIUM
Cenon,82,MEDIUM
MedFORCE Technologies WorkFLOW,82,MEDIUM
CPR Visual Estimator,82,MEDIUM
Roofing Calculator,82,MEDIUM
Online service manual database software,82,MEDIUM
AutoZone ALLDATA,82,MEDIUM
Ziatek RoofDraw,82,MEDIUM
Alteer Office,82,MEDIUM
Industrial control systems software,82,MEDIUM
Spelling and grammar checking software,82,MEDIUM
Timekeeping software,82,MEDIUM
Topline Software Solutions Topline Service Manager,82,MEDIUM
CODA Engine Analysis System,82,MEDIUM
Contract management software,82,MEDIUM
InnQuest roomMaster,82,MEDIUM
Mainsaver Asset Management,82,MEDIUM
Maintenance record software,82,MEDIUM
Yost Engineering EpiCoder,82,MEDIUM
Aestiva Employee Time Clock,82,MEDIUM
Tracware AeroTrac,82,MEDIUM
MEDENT,82,MEDIUM
Engine diagnostic scanners,82,MEDIUM
iMagic Restaurant Reservation,82,MEDIUM
Computerized aircraft log manager CALM,82,MEDIUM
Apple AppleScript,82,MEDIUM
3DGrid HIPAA Checkup,82,MEDIUM
FarmLogic FarmPAD,82,MEDIUM
Maintenance information databases,82,MEDIUM
Gift Certificates Plus Giftworks,82,MEDIUM
ConceptDraw,82,MEDIUM
Emdeon HealthPro,82,MEDIUM
Operational Data Store ODS software,82,MEDIUM
DataTeam Lunch Express,82,MEDIUM
Evergreen Technology Eagle Bid Estimating,82,MEDIUM
Microsoft Picture It!,82,MEDIUM
Delivery Routing System DRS,82,MEDIUM
ServiceMax,82,MEDIUM
Automated Package Processing System APPS,82,MEDIUM
Restaurant Manager,82,MEDIUM
Electronic Time Clock ETC,82,MEDIUM
Delivery operations information system DOIS,82,MEDIUM
e-MDs Chart,82,MEDIUM
On Center Quick Bid,82,MEDIUM
Summit Ordering Systems RvInvoiceWriter,82,MEDIUM
Apple iWork,82,MEDIUM
Nuance Dragon NaturallySpeaking,82,MEDIUM
RV Damage Repair Estimator,82,MEDIUM
Vector drawing software,82,MEDIUM
Corel CorelScan,82,MEDIUM
DatcoMedia EBis,82,MEDIUM
CDI Electronics M.E.D.S.,82,MEDIUM
Construction Software Center EasyEst,82,MEDIUM
Corel Photo-Paint,82,MEDIUM
Automated Data Collection System ADCS,82,MEDIUM
Mitchell OnDemand5 Manager,82,MEDIUM
Postal Explorer,82,MEDIUM
RestaurantPlus PRO,82,MEDIUM
Access Software AIRPAX,82,MEDIUM
DigiTools Roof CAD,82,MEDIUM
Yost Engineering EPStaffCheck,82,MEDIUM
Ulead PhotoImpact,82,MEDIUM
Corel WebDraw,82,MEDIUM
Serif PagePlus,82,MEDIUM
Cerner ProFile,82,MEDIUM
Rinda Technologies DIACOM Marine,82,MEDIUM
Xara Designer Pro,82,MEDIUM
API Healthcare ActiveStaffer,82,MEDIUM
Vestas Wind Systems A/S Vestas Remote Panel,82,MEDIUM
Food Services Solutions DayCap,82,MEDIUM
NCR Advanced Store,82,MEDIUM
Blue Streak Electronics Buell Diagnostic,82,MEDIUM
TeleTracking PreAdmit-Tracking,82,MEDIUM
Potrace,82,MEDIUM
PCC EHR,82,MEDIUM
LaTeX,82,MEDIUM
Sage Construction Anywhere,82,MEDIUM
Tradesman's Software Master Estimator,82,MEDIUM
Bosch Punch List,82,MEDIUM
Inkscape,82,MEDIUM
Hunter WinAlign,82,MEDIUM
Genisys Fast Fixes,82,MEDIUM
Arts & Letters Express,82,MEDIUM
ASI FrontDesk,82,MEDIUM
Raster graphics editors,82,MEDIUM
AcuStaf,82,MEDIUM
Dental Common Access System DENCAS,82,MEDIUM
CodedColor,82,MEDIUM
Color management software,82,MEDIUM
Resort Data Processing,82,MEDIUM
Measure Square FloorEstimate Pro,82,MEDIUM
Barcode reader software,82,MEDIUM
Scalable vector graphics SVG,82,MEDIUM
AT&T Troff,82,MEDIUM
End of Run Report EOR,82,MEDIUM
Vehicle management software,82,MEDIUM
Scribus,82,MEDIUM
Finite Matters PatternStream,82,MEDIUM
Amcom AUTOS2000,82,MEDIUM
Supply system software,82,MEDIUM
Exele TopView,82,MEDIUM
Online image and graphics database software,82,MEDIUM
"IPro Restaurant Inventory, Recipe & Menu Software",82,MEDIUM
Yost Engineering ABN Assistant,82,MEDIUM
Army Food Management Information System,82,MEDIUM
Bed Management Suite,82,MEDIUM
Directory software,82,MEDIUM
Nuance OmniPage Professional,82,MEDIUM
Technical Data Management System TDMS,82,MEDIUM
Cafe Cartel Systems,82,MEDIUM
SoftCafe MenuPro,82,MEDIUM
Roof Pro Estimate Software Roof Pro,82,MEDIUM
Portable document file creation software,82,MEDIUM
Energy cost evaluation software,82,MEDIUM
PANTONE ColorVision ProfilerPlus,82,MEDIUM
Snap-On ShopKey,82,MEDIUM
Milano Spa,77,MEDIUM
Montgomery Investment Technology Exotics XL,77,MEDIUM
ScanSoft PaperPort Pro,77,MEDIUM
Transtek Compass ERP,77,MEDIUM
Time and payroll management software,77,MEDIUM
Clarizen,77,MEDIUM
OpenClinica,77,MEDIUM
SyberWorks Training Center,77,MEDIUM
AtTask,77,MEDIUM
Oracle Clinical,77,MEDIUM
Schneider Electric CitectSCADA,77,MEDIUM
TOPAZ Enterprise Software Suite,77,MEDIUM
Torrid Retirement Planner,77,MEDIUM
Samarind RMS,77,MEDIUM
Freight Rail Crew Optimization Scheduling FRCOS software,77,MEDIUM
Montgomery Investment Technology Risk XL,77,MEDIUM
Lilly Software Associates VISUAL Enterprise,77,MEDIUM
IBM Lotus Approach,77,MEDIUM
Actimize Brokerage Compliance Solutions,77,MEDIUM
Jobber Computer Plus,77,MEDIUM
GraceSoft Easy InnKeeping Suite,77,MEDIUM
FRx Software Microsoft Forecaster,77,MEDIUM
Longview Performance Management Platform,77,MEDIUM
Intellisys Project Desktop,77,MEDIUM
Electronic document management system EDMS,77,MEDIUM
Image Solutions ISIPublisher,77,MEDIUM
Asset allocation software,77,MEDIUM
Halogen ePraisal,77,MEDIUM
AssurX CATSWeb,77,MEDIUM
NovaMind Merlin Project Manager,77,MEDIUM
MedXView eCTDauditor,77,MEDIUM
Geometrix,77,MEDIUM
SAP SCM,77,MEDIUM
Treasury Enforcement Communications System TECS,77,MEDIUM
Soft Trac Microix Timesheet,77,MEDIUM
Fleetware software,77,MEDIUM
Paylocity Web Pay,77,MEDIUM
Anand Systems ASI FrontDesk,77,MEDIUM
dotProject,77,MEDIUM
CattleWorks,77,MEDIUM
SpaGuru,77,MEDIUM
Silverbyte Systems Optima Property Management System PMS,77,MEDIUM
Link analysis software,77,MEDIUM
Infostat RIMBase,77,MEDIUM
Longview Solutions Khalix,77,MEDIUM
Express Business Valuations,77,MEDIUM
24SevenOffice Project,77,MEDIUM
Fog Creek Software FogBugz,77,MEDIUM
Apple iDVD,77,MEDIUM
Montgomery Investment Technology FinTools,77,MEDIUM
Experience in Software Project KickStart,77,MEDIUM
Fleet management software,77,MEDIUM
Extensity MPC,77,MEDIUM
Datatech The Farmer's Office,77,MEDIUM
Merge Healthcare eTrials,77,MEDIUM
Summary Systems Fleet Commander,77,MEDIUM
Stratitec TimeIPS,77,MEDIUM
Extedo eCTDmanager Suite,77,MEDIUM
RSAC Riparian Mapping Tool,77,MEDIUM
DSA Foxware Warehouse Management,77,MEDIUM
IBM Unica Enterprise,77,MEDIUM
Online analytical processing OLAP software,77,MEDIUM
Ward Systems Group GeneHunter,77,MEDIUM
Ascensio Systems TeamLab,77,MEDIUM
UPS WorldShip,77,MEDIUM
Corel Paradox,77,MEDIUM
Resource planning software,77,MEDIUM
Alua Software Paddock Pro,77,MEDIUM
Deltek Vision,77,MEDIUM
Oracle Essbase,77,MEDIUM
Education planning software,77,MEDIUM
Financial transaction analysis software,77,MEDIUM
Project portfolio management PPM software,77,MEDIUM
HunterStone THESIS,77,MEDIUM
Everest Software Advanced,77,MEDIUM
Bechtel Software SETROUTE,77,MEDIUM
Biometric Storage System BSS,77,MEDIUM
Virtify eCTD,77,MEDIUM
Archer Compliance Management,77,MEDIUM
Statistics databases,77,MEDIUM
Inception Technologies InfiniTime,77,MEDIUM
Satori Group proCube,77,MEDIUM
The Omni Group OmniPlan,77,MEDIUM
DealMaven Comparable Company Valuation Analysis,77,MEDIUM
HyperOffice Collaboration Suite,77,MEDIUM
Arrival Departure Information System ADIS,77,MEDIUM
GlobalSubmit VALIDATE,77,MEDIUM
HighJump Software Warehouse Advantage,77,MEDIUM
Thomson Reuters Westlaw Edge,77,MEDIUM
Agilent ChemStation,77,MEDIUM
Logic Software Easy Projects.NET,77,MEDIUM
Datafarm a-Pulse,77,MEDIUM
Personnel management software,77,MEDIUM
Hewlett Packard HP Project Portfolio Management Solution,77,MEDIUM
TaskJuggler,77,MEDIUM
IntelliTrack 3PL,77,MEDIUM
University of Arizona RangeView,77,MEDIUM
Wrike,77,MEDIUM
Adexa Supply Chain Planning,77,MEDIUM
ZedX AgFleet,77,MEDIUM
Neill Technologies SpaBiz,77,MEDIUM
SSA Global Warehouse Management System WMS,77,MEDIUM
UniResMan,77,MEDIUM
Endeavour Agile ALM,77,MEDIUM
Trendsetter Software ProAnalyst,77,MEDIUM
Actano Rplan,77,MEDIUM
ESSA Technologies Path Landscape Model,77,MEDIUM
Tetrahex Fractal Finance,77,MEDIUM
RiskMetrics Group WealthBench,77,MEDIUM
Aldata Warehouse Management,77,MEDIUM
Salesforce Marketing Cloud,77,MEDIUM
HighJump Software Supply Chain Advantage,77,MEDIUM
Global Mapper Software Global Mapper,77,MEDIUM
Business Forecast Systems Forecast Pro,77,MEDIUM
i2 Collaborative Supply Execution,77,MEDIUM
IBM Software Configuration and Library Manager SCLM,77,MEDIUM
Desktop Technologies NewsBoss,77,MEDIUM
Bowen & Groves M1 ERP,77,MEDIUM
LiquidPlanner,77,MEDIUM
ISS Construction Manager,77,MEDIUM
VirtualBoss,77,MEDIUM
Telelogic System Architect,77,MEDIUM
Jantek Electronics Jupiter Time & Attendance,77,MEDIUM
Oracle Insurance Compliance Tracker,77,MEDIUM
Valiant Vantage,77,MEDIUM
HMIS Advantage,77,MEDIUM
SmartBear Software Automated Build Studio,77,MEDIUM
Fidessa Compliance Manager,77,MEDIUM
Investment tracking software,77,MEDIUM
Learn.com LearnCenter Talent Management Suite,77,MEDIUM
MinuteMan Systems MinuteMan Project Management Software,77,MEDIUM
Compliance11 Supervisory Suite,77,MEDIUM
5AM Glassbox Translational Research,77,MEDIUM
Projecturf,77,MEDIUM
web2project,77,MEDIUM
Revelwood,77,MEDIUM
A mathematical programming language AMPL,77,MEDIUM
Brentmark Stock Option Risk Analyzer,77,MEDIUM
Business intelligence software,77,MEDIUM
Sanders Software Consulting FarmBooks,77,MEDIUM
ABOL Manifest Systems,77,MEDIUM
Getting Things Done GTD software,77,MEDIUM
Bottomline Technologies Bottomline Sprinter Purchasing Manager,77,MEDIUM
KELTEC Systems HerdMaster,77,MEDIUM
Oracle Inventory,77,MEDIUM
MapShots EASi Suite,77,MEDIUM
IBM Cognos ReportNet,77,MEDIUM
OpenMake Software Mojo,77,MEDIUM
ASI Client Acquisition Solution,77,MEDIUM
Profitool software (time accounting feature),77,MEDIUM
CDC Supply Chain,77,MEDIUM
Electronic common technical document eCTD validating software,77,MEDIUM
HighJump Warehouse Advantage,77,MEDIUM
ProTracker Advantage,77,MEDIUM
AgileView Software SmartView,77,MEDIUM
ComplianceMAX,77,MEDIUM
NILS INSource,77,MEDIUM
GE Energy GateCycle,77,MEDIUM
QUMAS quality management solution software,77,MEDIUM
Sword Achiever Compliance Portal Dashboard,77,MEDIUM
PIE Technologies MoneyGuidePro,77,MEDIUM
Collaborative application lifecycle management ALM software,77,MEDIUM
Montgomery Investment Technology SigTools,77,MEDIUM
TechHackers MBS @nalyst,77,MEDIUM
EpicCare Ambulatory Electronic Medical Records (EMR) software,77,MEDIUM
Flying PopCorn,77,MEDIUM
Airline global distribution systems GDS software,77,MEDIUM
Bizlink Salon Manager,77,MEDIUM
Gensuite,77,MEDIUM
ProducePak Mobile Farm Management,77,MEDIUM
Spreadware Business Financial Analysis,77,MEDIUM
Image Solutions eCTDXpress,77,MEDIUM
Defense Travel System,77,MEDIUM
BrightWork pmPoint,77,MEDIUM
Materials resource planning MRP software,77,MEDIUM
PercipEnz Technologies OnCore-Clinical Research Management OnCore-CRM,77,MEDIUM
Ag Connections Land.db,77,MEDIUM
IBM ILOG LogicNet Plus XE,77,MEDIUM
Palbridge Ubidesk,77,MEDIUM
SyMetric Sciences SyMetric,77,MEDIUM
Guideline Risk Technologies RUBI,77,MEDIUM
Financial planning presentation software,77,MEDIUM
FEAT/Firemon integrated FFI,77,MEDIUM
ADP HR/Profile,77,MEDIUM
TechHackers IRO @nalyst,77,MEDIUM
Vertafore ImageRight,77,MEDIUM
Redmine,77,MEDIUM
Xplanner,77,MEDIUM
World Software Corporation Worldox,77,MEDIUM
Cattlesoft CattleMax,77,MEDIUM
Retirement planning software,77,MEDIUM
Zoho Projects,77,MEDIUM
Quantum Software Solutions Quantum Project Manager,77,MEDIUM
Code hosting software,77,MEDIUM
Cadsoft Design/Build,77,MEDIUM
WebEx WebOffice,77,MEDIUM
MapInfo,77,MEDIUM
Logisuite Forwarder,77,MEDIUM
MetricStream Regulatory Reporting,77,MEDIUM
Staff scheduling software,77,MEDIUM
Innova Financial Solutions Derivatives Expert,77,MEDIUM
funeralOne Life Tributes,77,MEDIUM
WorkTech MAXIMO,77,MEDIUM
Informatica Data Explorer,77,MEDIUM
Elite Software Elite Salon & Spa Payroll,77,MEDIUM
Edgewell Trac,77,MEDIUM
Computer integrated manufacturing CIM warehouse shipping manager software,77,MEDIUM
Feng Office Collaboration Platform,77,MEDIUM
OptionVue Options Analysis,77,MEDIUM
FlamMap,77,MEDIUM
Syntec Systems Insight,77,MEDIUM
ESRI ArcExplorer,77,MEDIUM
Unidata Network common data form NetCDF,77,MEDIUM
Cygnus IncomeMax,77,MEDIUM
Drone image capturing software,77,MEDIUM
Standard Installation and Division Personnel Reporting System SIDPERS,77,MEDIUM
Dialog DialogLink,77,MEDIUM
MyComplianceOffice Compliance Operations Management System,77,MEDIUM
ValuSource BIZCOMPS,77,MEDIUM
Marel production system MPS,77,MEDIUM
Stromberg Enterprise,77,MEDIUM
Electronic data capture EDC software,77,MEDIUM
"Oracle Enterprise Governance, Risk, and Compliance Manager",77,MEDIUM
Lorenz eValidator,77,MEDIUM
ALK Technologies FleetSuite,77,MEDIUM
ACT! ACT4Advisors,77,MEDIUM
Thomson Reuters Liquent CoreDossier Submission Accelerator for eCTD,77,MEDIUM
Actuate Eclipse BIRT,77,MEDIUM
IMPACT Wealth Distribution Analysis,77,MEDIUM
Derivatives Imagine Trading System,77,MEDIUM
ReadSoft,77,MEDIUM
dailyVest Investment Personalization Platform,77,MEDIUM
Financeware WealthSimulator,77,MEDIUM
Automation Centre Personnel Tracker,77,MEDIUM
OfficeWork Software TurboProject,77,MEDIUM
DealMaven M&A Accretion/Dilution One-Pager,77,MEDIUM
AgTerra Technologies AgTrac,77,MEDIUM
Sentai Pinpoint,77,MEDIUM
Axway eSubmissions,77,MEDIUM
IBM i2 Analyst's Notebook,77,MEDIUM
FARSITE,77,MEDIUM
Finance Logix Insurance Planner,77,MEDIUM
Sunrise Software CropSave,77,MEDIUM
Palisade Bond @nalyst,77,MEDIUM
WhizLabs,77,MEDIUM
Central Desktop,77,MEDIUM
CBS ProLog Manager,77,MEDIUM
Investigo,77,MEDIUM
Fire Spread Probability FSPro,77,MEDIUM
Infosite Technologies DM Warehousing,77,MEDIUM
Paychex payroll software,77,MEDIUM
Stylite eGroupWare,77,MEDIUM
Vitria M3O Operational Intelligence,77,MEDIUM
DoubleBridge ROSETTA Pyramid,77,MEDIUM
Computer Linked Application Information Management System CLAIMS,77,MEDIUM
Host Analytics Host Budget,77,MEDIUM
Explorer Engineer,77,MEDIUM
Pimlico Software DateBk,77,MEDIUM
Sony Creative Software Vegas Movie Studio,77,MEDIUM
Noldus Information Technology FaceReader,77,MEDIUM
Candidate screening software,77,MEDIUM
Applied Biosystems GeneMapper,77,MEDIUM
Voice activated software,77,MEDIUM
Age progression software,77,MEDIUM
L-Systems X-ONE,77,MEDIUM
Data Frenzy,77,MEDIUM
Automated National Catalog System ANCS,77,MEDIUM
CVTracer,77,MEDIUM
Ovo Studios Ovo Logger,77,MEDIUM
Silk Road technology OpenHire,77,MEDIUM
Bullhorn Applicant Tracking System,77,MEDIUM
Mangold INTERACT,77,MEDIUM
Micro J Systems PcHunter,77,MEDIUM
GoBackgrounds,77,MEDIUM
Bit Debris Solutions Usability Activity Log,77,MEDIUM
Careerbuilder.com,77,MEDIUM
HireAbility ResumeParser,77,MEDIUM
PostingPal,77,MEDIUM
Gene Codes Sequencher,77,MEDIUM
DGCC.com RecruitTrack,77,MEDIUM
Adobe Human Capital Application Solution Accelerator,77,MEDIUM
Technomedia Hodes iQ,77,MEDIUM
Pearson PowerSchool,77,MEDIUM
Blackdog,77,MEDIUM
Intelius,77,MEDIUM
Talent Technology HireDesk,77,MEDIUM
ResumeRobot,77,MEDIUM
MPAY Millennium,77,MEDIUM
Noldus Information Technology The Observer XT,77,MEDIUM
HRM Direct,77,MEDIUM
Attendance tracking software,77,MEDIUM
Blackboard Learning System,77,MEDIUM
Arbita OnePost,77,MEDIUM
Arbita OneWorld,77,MEDIUM
Bloomz,77,MEDIUM
Desmos,77,MEDIUM
Seeing Machines faceLAB,77,MEDIUM
Adobe LifeCycle Enterprise Suite,77,MEDIUM
Triangle Research Collaborative Observational Coding System OCS Tools,77,MEDIUM
Job posting software,77,MEDIUM
Prezi,77,MEDIUM
GE Healthcare ImageQuant TL,77,MEDIUM
Oracle PeopleSoft Enterprise Human Resources,77,MEDIUM
StaffingSoft Staffing Edition,77,MEDIUM
Bond International Software Bond StaffSuite,77,MEDIUM
RecordKeeper Software School RecordKeeper,77,MEDIUM
School Attendance Keeper,77,MEDIUM
RecruitTrack,77,MEDIUM
Mangold LogSquare,77,MEDIUM
Halogen eLMS,77,MEDIUM
Digitizing software,77,MEDIUM
Resume extraction and search software,77,MEDIUM
Computer Resources MMS,77,MEDIUM
Industrial Code Recruitpoint.net,77,MEDIUM
TechSmith Morae,77,MEDIUM
ICIMS,77,MEDIUM
Post Once,77,MEDIUM
Seasia Consulting School Wizard,77,MEDIUM
Interwoven software,77,MEDIUM
ESRI ArcView 3D Analyst,77,MEDIUM
Vendor management system software,77,MEDIUM
Microsoft Windows Movie Maker,77,MEDIUM
Resource Edge TalentHook Sphere,77,MEDIUM
ACS Technologies HeadMaster,77,MEDIUM
Oracle Self-Service Human Resources,77,MEDIUM
Robust Software Overseer Suite,77,MEDIUM
Skyward School Management System,77,MEDIUM
Background checking software,77,MEDIUM
Intelligent Algorithms InfoGIST Platinum Recruiter,77,MEDIUM
AST Staff Matrix,77,MEDIUM
LogicalBit Eimas,77,MEDIUM
Data Translation quickDAQ,77,MEDIUM
Main Sequence Technologies PCRecruiter Resume Inhaler,77,MEDIUM
Rediker Software School Office Suite,77,MEDIUM
Recruit Wizard,77,MEDIUM
BlackDog Recruiting,77,MEDIUM
Thinc Technologies Virtual School,77,MEDIUM
Workscape HR Service Center,77,MEDIUM
Cluen Encore,77,MEDIUM
Golden Software Surfer,77,MEDIUM
Effexoft EASI,77,MEDIUM
VCG Pointwing,77,MEDIUM
Thought Technology BioGraph Infiniti,77,MEDIUM
Image enhancement software,77,MEDIUM
SIL International The Linguist's Shoebox,77,MEDIUM
Main Sequence Technologies PCRecruiter,77,MEDIUM
Adobe Authorware,77,MEDIUM
Genealogy software,77,MEDIUM
Resume processing software,77,MEDIUM
AEMC DataView,77,MEDIUM
Kahoot!,77,MEDIUM
